,satisfaccion,desempeño,numero proyectos,promedio horas mes,tiempo en empresa,accidente laboral,retiro,Ascenso,Departamento,salario
4621,0.34,0.41,2,141,3,0,0,0,,medio
4622,0.97,0.68,3,185,2,0,0,0,,medio
4623,0.39,0.99,6,235,6,0,0,0,,medio
4624,0.54,0.81,4,264,4,0,0,0,,medio
4625,0.78,0.67,4,260,3,0,0,0,,medio
4626,0.49,0.79,4,158,3,0,0,0,mantenimiento,alto
4627,0.17,0.83,6,195,5,0,0,0,mantenimiento,alto
4628,0.98,0.81,3,180,2,1,0,0,mantenimiento,alto
4629,0.9,1.0,2,114,5,0,0,0,mantenimiento,alto
4630,0.24,0.89,5,228,4,1,0,0,mantenimiento,alto
4631,0.92,0.79,5,243,3,1,0,0,mantenimiento,alto
4632,0.36,0.72,3,179,3,0,0,0,mantenimiento,alto
4633,0.19,0.76,2,158,3,0,0,0,mantenimiento,alto
4634,0.75,0.76,4,254,4,0,0,0,mantenimiento,bajo
4635,0.91,0.81,3,220,3,1,0,0,mantenimiento,bajo
4636,0.72,0.95,5,171,3,0,0,0,mantenimiento,bajo
4637,0.62,0.64,4,142,2,0,0,0,,bajo
4638,0.97,0.75,3,241,2,0,0,0,,bajo
4639,0.69,0.64,3,275,3,0,0,0,,bajo
4640,0.98,0.56,3,157,2,0,0,0,gerencia y admon,bajo
4641,0.62,0.53,5,169,3,0,0,0,sistemas,bajo
4642,0.59,0.82,2,233,2,0,0,0,sistemas,medio
4643,0.73,0.98,4,160,3,0,0,0,sistemas,medio
4644,0.71,0.79,3,189,3,0,0,0,sistemas,medio
4645,0.85,0.58,4,273,4,0,0,0,sistemas,medio
4646,0.8,0.94,4,141,3,1,0,0,calidad,medio
4647,0.48,0.38,3,134,3,0,0,0,calidad,medio
4648,0.64,0.4,3,248,3,0,0,0,calidad,medio
4649,0.19,0.64,6,222,5,0,0,0,calidad,medio
4650,0.82,0.69,5,219,3,0,0,0,sistemas,medio
4651,0.99,0.96,4,202,3,0,0,0,i+d,medio
4652,0.45,0.58,3,200,2,0,0,0,i+d,medio
4653,0.89,0.89,3,138,2,0,0,0,i+d,medio
4654,0.75,0.78,4,158,5,1,0,0,i+d,medio
4655,0.8,0.86,3,136,2,0,0,0,i+d,medio
4656,0.78,0.49,4,222,2,0,0,0,publicidad,medio
4657,0.95,0.76,3,236,2,1,0,0,ventas,medio
4658,0.68,0.67,4,135,2,0,0,0,finanzas,medio
4659,0.82,0.97,5,235,3,0,0,0,mantenimiento,medio
4660,0.9,0.69,4,274,2,0,0,0,,medio
4661,0.59,0.99,3,235,2,0,0,0,gerencia y admon,medio
4662,0.66,0.57,3,169,4,1,0,0,publicidad,medio
4663,0.63,0.56,5,286,4,0,0,0,publicidad,medio
4664,0.73,0.78,3,166,2,0,0,0,publicidad,medio
4665,0.63,0.93,3,236,4,0,0,0,ventas,alto
4666,0.87,0.62,5,197,2,0,0,0,ventas,bajo
4667,0.62,0.87,6,169,2,1,0,0,ventas,medio
4668,0.53,0.9,3,210,3,0,0,0,ventas,medio
4669,0.94,0.83,4,156,2,0,0,0,ventas,medio
4670,0.94,0.55,5,231,2,0,0,0,ventas,medio
4671,0.55,0.64,3,101,2,1,0,0,ventas,medio
4672,0.58,0.72,4,259,3,0,0,0,ventas,medio
4673,0.98,0.88,5,203,5,1,0,0,ventas,medio
4674,0.74,0.76,5,255,4,0,0,0,ventas,medio
4675,0.65,0.48,3,131,3,1,0,0,ventas,medio
4676,0.97,0.79,2,272,2,0,0,0,ventas,medio
4677,0.58,0.75,4,253,2,0,0,0,ventas,bajo
4678,0.49,0.77,2,254,2,0,0,0,ventas,bajo
4679,0.69,0.98,3,214,2,0,0,0,ventas,bajo
4680,0.55,0.49,5,195,3,0,0,0,ventas,bajo
4681,0.65,0.89,4,240,3,0,0,0,ventas,bajo
4682,0.87,0.49,4,149,2,0,0,0,ventas,bajo
4683,0.12,0.7,4,276,4,0,0,0,ventas,bajo
4684,0.65,0.84,4,247,4,0,0,0,finanzas,alto
4685,0.23,0.66,4,212,4,1,0,0,finanzas,bajo
4686,0.62,0.77,4,256,3,0,0,0,finanzas,alto
4687,0.86,0.72,4,178,2,0,0,0,rr.hh.,alto
4688,0.85,0.6,4,255,4,0,0,0,rr.hh.,bajo
4689,0.74,0.76,3,224,2,0,0,0,rr.hh.,bajo
4690,0.53,0.76,2,204,4,0,0,0,rr.hh.,alto
4691,0.99,0.44,6,104,6,0,0,0,,bajo
4692,0.48,0.81,5,113,3,0,0,0,,medio
4693,0.72,0.74,3,243,2,0,0,0,,alto
4694,0.76,0.72,3,242,5,1,0,0,,medio
4695,0.41,0.7,4,177,3,0,0,0,,medio
4696,0.85,0.88,3,235,2,0,0,0,,medio
4697,0.62,0.49,4,175,3,0,0,0,,medio
4698,0.16,0.78,4,280,6,0,0,0,,alto
4699,0.58,0.61,3,205,2,0,0,0,,medio
4700,0.73,0.95,4,243,3,0,0,0,,medio
4701,0.28,0.76,3,150,2,0,0,0,,medio
4702,0.77,0.61,4,178,2,1,0,0,mantenimiento,alto
4703,0.85,0.86,3,231,3,0,0,0,mantenimiento,medio
4704,0.56,0.76,3,134,2,0,0,0,mantenimiento,alto
4705,0.81,1.0,5,143,2,0,0,0,mantenimiento,bajo
4706,0.83,0.87,3,156,3,0,0,0,mantenimiento,medio
4707,0.49,0.48,4,249,3,0,0,0,mantenimiento,medio
4708,0.81,0.97,3,247,3,0,0,0,mantenimiento,medio
4709,0.56,0.92,5,222,4,0,0,0,mantenimiento,medio
4710,0.77,0.83,3,160,3,0,0,0,mantenimiento,bajo
4711,0.73,0.5,4,224,4,1,0,0,mantenimiento,bajo
4712,0.95,0.72,4,235,2,0,0,0,mantenimiento,bajo
4713,0.69,0.68,5,167,3,0,0,0,,bajo
4714,0.79,0.89,3,104,4,0,0,0,,bajo
4715,0.63,0.57,5,160,2,0,0,0,,bajo
4716,0.8,0.79,4,168,3,0,0,0,gerencia y admon,bajo
4717,0.64,0.61,2,153,2,0,0,0,sistemas,bajo
4718,0.92,0.9,4,249,3,0,0,0,sistemas,bajo
4719,0.96,0.75,4,177,2,0,0,0,sistemas,bajo
4720,0.56,0.85,3,225,3,0,0,0,sistemas,alto
4721,0.37,0.61,3,186,2,0,0,0,sistemas,bajo
4722,0.5,0.82,3,133,2,1,0,0,calidad,bajo
4723,0.49,0.58,4,213,4,1,0,0,calidad,bajo
4724,1.0,0.73,3,245,2,1,0,0,calidad,bajo
4725,0.82,0.75,5,160,3,1,0,0,calidad,alto
4726,0.52,0.54,4,212,3,0,0,0,sistemas,bajo
4727,0.76,0.96,4,135,3,1,0,1,i+d,bajo
4728,0.2,0.53,3,149,4,0,0,1,i+d,bajo
4729,0.6,0.9,4,178,3,0,0,1,i+d,alto
4730,0.69,0.9,6,224,4,0,0,1,i+d,bajo
4731,0.93,0.51,3,196,2,0,0,1,i+d,medio
4732,0.7,0.64,4,178,3,1,0,1,publicidad,alto
4733,0.56,0.54,4,191,2,1,0,1,ventas,medio
4734,0.97,0.61,4,167,3,0,0,1,finanzas,alto
4735,0.24,0.65,6,275,5,1,0,1,mantenimiento,medio
4736,0.83,0.91,3,168,3,0,0,1,,medio
4737,0.55,0.85,3,152,2,0,0,1,gerencia y admon,medio
4738,0.68,0.99,3,263,3,1,0,1,publicidad,medio
4739,0.48,0.53,3,113,4,0,0,0,publicidad,medio
4740,0.75,0.95,3,253,3,0,0,0,publicidad,medio
4741,0.61,0.5,4,271,3,1,0,0,ventas,medio
4742,0.5,0.74,4,165,2,1,0,0,ventas,medio
4743,0.78,0.54,5,257,3,0,0,0,ventas,alto
4744,0.61,0.68,4,244,3,0,0,0,ventas,bajo
4745,0.48,0.5,4,179,3,0,0,0,ventas,medio
4746,0.93,0.92,3,248,2,0,0,0,ventas,medio
4747,0.78,0.58,3,224,2,0,0,0,ventas,medio
4748,0.92,0.99,5,236,4,0,0,0,ventas,medio
4749,0.71,0.98,5,213,3,0,0,0,ventas,medio
4750,0.15,0.42,4,238,3,0,0,0,ventas,medio
4751,0.14,0.83,5,153,5,1,0,0,ventas,medio
4752,0.56,0.72,4,247,2,0,0,0,ventas,medio
4753,1.0,0.84,3,154,3,0,0,0,ventas,medio
4754,0.77,0.82,3,147,4,0,0,0,ventas,alto
4755,0.86,0.66,3,150,2,0,0,0,ventas,bajo
4756,0.88,0.95,3,137,3,0,0,0,ventas,bajo
4757,0.85,0.84,5,179,3,0,0,0,ventas,bajo
4758,0.95,0.56,5,194,2,0,0,0,ventas,alto
4759,0.65,0.65,4,224,3,0,0,0,ventas,bajo
4760,0.7,0.55,3,253,2,1,0,0,finanzas,bajo
4761,0.6,0.55,3,177,3,1,0,0,finanzas,bajo
4762,0.84,0.83,3,215,3,0,0,0,finanzas,alto
4763,0.23,0.59,5,245,5,0,0,0,rr.hh.,bajo
4764,0.89,0.75,3,134,3,0,0,0,rr.hh.,bajo
4765,0.98,0.91,4,273,2,0,0,0,rr.hh.,bajo
4766,0.88,0.83,4,163,3,0,0,0,rr.hh.,bajo
4767,0.87,0.52,3,152,4,0,0,0,,bajo
4768,0.93,0.96,3,268,4,0,0,0,,bajo
4769,0.13,0.95,5,149,2,0,0,0,,bajo
4770,0.99,0.56,6,128,4,0,0,0,,medio
4771,0.52,0.51,3,218,2,1,0,0,,medio
4772,0.58,0.98,3,146,3,0,0,0,,medio
4773,0.85,0.57,5,190,2,1,0,0,,medio
4774,0.41,0.59,2,182,3,0,0,0,,medio
4775,1.0,0.8,5,162,3,1,0,0,,medio
4776,0.63,0.64,3,243,3,0,0,0,,medio
4777,0.63,0.58,4,141,3,1,0,0,,medio
4778,0.63,0.9,3,142,3,0,0,0,mantenimiento,medio
4779,0.59,0.62,3,203,4,0,0,0,mantenimiento,medio
4780,0.88,0.77,4,168,4,0,0,0,mantenimiento,medio
4781,0.72,0.7,3,149,3,0,0,0,mantenimiento,medio
4782,0.67,0.81,4,168,2,0,0,0,mantenimiento,alto
4783,0.41,0.54,2,190,4,0,0,0,mantenimiento,bajo
4784,0.3,0.68,3,229,6,0,0,0,mantenimiento,medio
4785,0.83,0.84,3,249,2,0,0,0,mantenimiento,medio
4786,0.73,0.93,4,162,2,1,0,0,mantenimiento,medio
4787,0.87,0.9,4,163,2,0,0,0,mantenimiento,medio
4788,0.93,0.74,2,169,4,0,0,0,mantenimiento,bajo
4789,0.97,0.91,4,257,3,1,0,0,,bajo
4790,0.7,0.54,4,150,4,0,0,0,,bajo
4791,0.66,0.95,4,183,3,0,0,0,,bajo
4792,0.62,0.66,3,208,3,0,0,0,gerencia y admon,bajo
4793,0.56,0.52,4,158,2,0,0,0,sistemas,bajo
4794,0.32,0.72,2,240,5,0,0,0,sistemas,bajo
4795,0.55,0.81,5,251,3,0,0,0,sistemas,bajo
4796,0.69,0.91,5,205,2,0,0,0,sistemas,bajo
4797,0.91,0.63,4,226,3,1,0,0,sistemas,bajo
4798,0.33,0.82,5,249,6,0,0,0,calidad,bajo
4799,0.37,0.74,2,197,3,0,0,0,calidad,bajo
4800,0.95,0.57,5,216,3,0,0,0,calidad,bajo
4801,0.17,0.91,4,260,5,0,0,0,calidad,bajo
4802,0.95,0.53,4,263,3,0,0,0,sistemas,bajo
4803,0.27,0.69,2,177,5,0,0,0,i+d,bajo
4804,0.91,0.95,4,171,3,0,0,0,i+d,bajo
4805,0.49,0.61,3,148,2,1,0,0,i+d,bajo
4806,0.6,0.56,4,138,3,0,0,0,i+d,bajo
4807,0.52,0.57,4,183,3,0,0,0,i+d,bajo
4808,0.54,0.65,3,202,3,0,0,0,publicidad,bajo
4809,0.86,0.53,4,160,2,1,0,0,ventas,medio
4810,0.78,0.87,4,264,3,0,0,0,finanzas,medio
4811,0.6,0.81,4,245,3,1,0,0,mantenimiento,medio
4812,0.15,0.91,2,207,3,0,0,0,,medio
4813,0.72,0.92,3,225,3,0,0,0,gerencia y admon,medio
4814,0.94,0.85,4,236,2,0,0,0,publicidad,medio
4815,0.92,0.56,4,170,3,0,0,0,publicidad,medio
4816,0.6,0.88,3,261,3,1,0,0,publicidad,medio
4817,0.41,0.68,4,273,3,0,0,0,ventas,medio
4818,0.5,0.43,3,184,2,0,0,0,ventas,medio
4819,0.8,0.91,3,202,2,0,0,0,ventas,medio
4820,0.67,0.83,4,195,3,0,0,0,ventas,medio
4821,0.71,0.88,4,266,3,0,0,0,ventas,alto
4822,0.66,0.85,3,266,5,0,0,0,ventas,bajo
4823,0.77,0.74,5,263,2,0,0,0,ventas,medio
4824,0.62,0.54,3,142,2,0,0,0,ventas,medio
4825,0.95,0.53,4,162,3,0,0,0,ventas,medio
4826,0.89,0.75,5,258,2,0,0,0,ventas,medio
4827,0.74,0.83,4,170,2,0,0,0,ventas,bajo
4828,0.19,0.8,4,249,5,0,0,0,ventas,bajo
4829,0.83,0.77,3,171,3,0,0,0,ventas,bajo
4830,0.53,0.64,2,177,4,0,0,0,ventas,bajo
4831,0.98,0.75,5,188,2,0,0,0,ventas,bajo
4832,0.74,0.99,5,146,2,0,0,0,ventas,bajo
4833,0.22,0.88,5,154,5,0,0,0,ventas,bajo
4834,0.76,0.68,4,204,3,1,0,0,ventas,bajo
4835,0.89,0.91,5,224,3,1,0,0,ventas,bajo
4836,0.5,0.84,3,156,4,0,0,0,finanzas,bajo
4837,0.17,0.82,6,259,4,0,0,0,finanzas,bajo
4838,0.46,0.38,6,165,3,0,0,0,finanzas,bajo
4839,0.68,0.78,3,264,3,0,0,0,rr.hh.,bajo
4840,0.77,0.86,4,215,2,0,0,0,rr.hh.,bajo
4841,0.68,0.83,3,133,3,0,0,0,rr.hh.,bajo
4842,0.15,0.7,4,220,4,0,0,0,rr.hh.,bajo
4843,0.7,0.98,4,176,5,0,0,0,,bajo
4844,0.66,0.96,4,103,2,0,0,0,,bajo
4845,0.54,0.52,5,155,3,0,0,0,,bajo
4846,0.57,0.57,4,141,3,0,0,0,,bajo
4847,0.78,0.58,3,150,3,1,0,0,,bajo
4848,0.14,0.83,5,171,6,0,0,0,,medio
4849,0.73,0.86,4,179,3,0,0,0,,medio
4850,0.65,0.97,4,145,2,0,0,0,,medio
4851,0.31,0.59,3,176,3,0,0,0,,medio
4852,0.77,0.55,2,172,2,0,0,0,,medio
4853,0.68,0.85,3,243,4,0,0,0,,medio
4854,0.79,0.69,4,209,2,0,0,0,mantenimiento,medio
4855,0.92,0.62,4,196,3,0,0,0,mantenimiento,medio
4856,0.77,0.96,6,225,4,0,0,0,mantenimiento,medio
4857,0.48,0.89,3,261,2,0,0,0,mantenimiento,medio
4858,0.63,0.66,4,157,2,0,0,0,mantenimiento,medio
4859,0.92,0.49,5,259,3,1,0,0,mantenimiento,medio
4860,0.5,0.85,4,224,6,0,0,0,mantenimiento,alto
4861,0.52,0.91,5,193,2,0,0,0,mantenimiento,bajo
4862,0.73,0.79,4,157,3,0,0,0,mantenimiento,medio
4863,0.99,0.87,4,223,3,0,0,0,mantenimiento,medio
4864,0.91,0.99,3,188,3,1,0,0,mantenimiento,medio
4865,0.85,0.79,3,217,2,0,0,0,,medio
4866,0.95,0.69,4,207,2,1,0,0,,bajo
4867,0.67,0.85,3,153,4,0,0,0,,bajo
4868,0.86,0.55,3,269,2,0,0,0,gerencia y admon,bajo
4869,0.71,0.54,4,198,3,0,0,0,sistemas,bajo
4870,0.99,0.95,4,102,5,0,0,0,sistemas,bajo
4871,0.57,0.61,3,167,2,1,0,0,sistemas,bajo
4872,0.98,0.72,3,252,2,0,0,0,sistemas,bajo
4873,0.62,0.58,3,192,2,0,0,0,sistemas,bajo
4874,0.74,0.79,5,237,4,0,0,0,calidad,bajo
4875,0.7,0.6,4,158,3,0,0,0,calidad,bajo
4876,0.8,0.93,3,260,3,0,0,0,calidad,bajo
4877,0.65,0.69,4,153,3,0,0,0,calidad,bajo
4878,0.53,0.52,3,233,4,0,0,0,sistemas,bajo
4879,0.43,0.62,2,180,3,0,0,0,i+d,bajo
4880,0.59,0.65,4,163,3,1,0,0,i+d,bajo
4881,0.16,0.96,6,211,6,1,0,0,i+d,bajo
4882,0.84,0.8,3,151,3,1,0,0,i+d,bajo
4883,0.78,0.95,3,249,4,0,0,0,i+d,bajo
4884,0.66,0.91,5,199,3,1,0,0,publicidad,bajo
4885,0.7,0.74,4,247,2,0,0,0,ventas,bajo
4886,0.73,0.63,4,174,3,0,0,0,finanzas,bajo
4887,0.65,0.88,4,268,4,0,0,0,mantenimiento,medio
4888,0.79,0.59,5,197,4,0,0,0,,medio
4889,0.57,0.68,4,154,3,1,0,0,gerencia y admon,medio
4890,0.24,0.58,5,279,4,0,0,0,publicidad,medio
4891,0.95,0.78,3,204,2,1,0,0,publicidad,medio
4892,0.38,0.54,2,112,3,0,0,0,publicidad,medio
4893,0.9,0.78,4,261,2,1,0,0,ventas,medio
4894,0.5,0.4,3,180,4,0,0,0,ventas,medio
4895,0.68,0.61,3,261,5,0,0,0,ventas,medio
4896,0.5,0.78,6,138,3,0,0,0,ventas,medio
4897,0.85,0.81,4,164,4,0,0,0,ventas,medio
4898,0.95,0.52,3,144,3,0,0,0,ventas,medio
4899,0.92,0.92,3,244,2,0,0,0,ventas,alto
4900,0.83,0.87,5,233,3,0,0,0,ventas,bajo
4901,0.9,0.78,4,225,2,1,0,0,ventas,medio
4902,0.21,0.77,6,215,4,0,0,0,ventas,medio
4903,0.94,0.86,3,223,4,0,0,0,ventas,medio
4904,0.7,0.85,4,232,3,0,0,0,ventas,medio
4905,0.54,0.76,3,157,4,0,0,0,ventas,bajo
4906,0.77,0.65,4,268,3,0,0,0,ventas,bajo
4907,0.62,0.49,3,158,2,0,0,0,ventas,bajo
4908,0.93,0.55,5,222,2,0,0,0,ventas,bajo
4909,0.81,0.86,3,210,3,0,0,0,ventas,bajo
4910,0.99,0.79,4,133,2,0,0,0,ventas,bajo
4911,0.78,0.49,3,224,3,0,0,0,ventas,bajo
4912,0.66,0.63,5,264,5,0,0,0,finanzas,bajo
4913,0.9,0.72,5,237,2,0,0,0,finanzas,bajo
4914,0.74,0.53,5,141,2,0,0,0,finanzas,bajo
4915,0.65,0.78,4,238,5,1,0,0,rr.hh.,bajo
4916,0.99,0.52,4,167,3,0,0,0,rr.hh.,bajo
4917,0.83,0.72,4,161,3,0,0,0,rr.hh.,bajo
4918,0.6,0.82,4,194,3,0,0,0,rr.hh.,bajo
4919,0.55,0.93,3,217,3,1,0,0,,bajo
4920,0.96,0.71,3,170,3,0,0,0,,bajo
4921,0.83,0.94,4,243,3,0,0,0,,bajo
4922,0.95,0.7,4,267,3,1,0,0,,bajo
4923,0.77,0.88,2,169,3,0,0,0,,medio
4924,0.83,0.95,3,255,3,0,0,0,,medio
4925,0.87,0.54,4,211,3,0,0,0,,medio
4926,0.69,0.49,3,198,4,0,0,0,,medio
4927,0.67,0.58,3,246,3,0,0,0,,medio
4928,0.55,0.49,3,146,2,0,0,0,,medio
4929,0.55,0.82,4,134,6,0,0,0,,medio
4930,0.39,0.48,3,169,3,0,0,0,mantenimiento,medio
4931,0.51,0.93,5,232,3,0,0,0,mantenimiento,medio
4932,0.39,0.38,2,106,3,1,0,0,mantenimiento,medio
4933,0.96,0.93,4,260,3,0,0,0,mantenimiento,medio
4934,0.68,0.81,3,232,2,0,0,0,mantenimiento,medio
4935,0.67,0.71,4,173,3,0,0,0,mantenimiento,alto
4936,0.68,0.44,5,152,5,0,0,0,mantenimiento,bajo
4937,0.56,0.58,3,173,3,0,0,0,mantenimiento,medio
4938,0.9,0.7,3,274,3,0,0,0,mantenimiento,medio
4939,0.69,0.59,3,233,3,0,0,0,mantenimiento,medio
4940,0.99,0.71,4,232,3,0,0,0,mantenimiento,medio
4941,0.42,0.59,3,156,2,0,0,0,,bajo
4942,0.28,0.51,3,124,3,0,0,0,,bajo
4943,0.55,0.65,3,207,3,0,0,0,,bajo
4944,0.91,0.53,3,273,6,0,0,0,gerencia y admon,bajo
4945,0.53,0.98,3,219,4,0,0,0,sistemas,bajo
4946,0.87,0.74,4,207,3,0,0,0,sistemas,bajo
4947,0.57,0.6,4,248,4,0,0,0,sistemas,bajo
4948,0.59,0.77,3,169,3,0,0,0,sistemas,bajo
4949,0.76,0.89,4,181,3,0,0,0,sistemas,bajo
4950,0.59,0.42,3,196,3,0,0,0,calidad,bajo
4951,0.5,0.54,3,254,2,0,0,0,calidad,bajo
4952,0.55,0.55,4,191,4,0,0,0,calidad,bajo
4953,0.92,0.53,3,238,2,0,0,0,calidad,bajo
4954,0.8,0.51,5,196,3,0,0,0,sistemas,bajo
4955,0.93,0.66,4,228,3,0,0,0,i+d,bajo
4956,0.67,0.57,4,165,3,0,0,0,i+d,bajo
4957,0.78,0.55,3,144,2,0,0,0,i+d,bajo
4958,0.61,0.7,4,243,3,0,0,0,i+d,bajo
4959,0.74,0.84,3,206,3,0,0,0,i+d,bajo
4960,0.5,0.49,3,180,3,1,0,0,publicidad,bajo
4961,0.84,0.96,3,161,2,1,0,0,ventas,bajo
4962,0.89,0.55,4,196,2,0,0,0,finanzas,medio
4963,0.77,0.89,5,152,3,0,0,0,mantenimiento,medio
4964,0.64,0.71,3,231,4,0,0,0,,medio
4965,0.77,0.89,2,215,5,1,0,0,gerencia y admon,medio
4966,0.74,0.58,4,233,4,0,0,0,publicidad,medio
4967,0.88,0.96,4,155,2,0,0,0,publicidad,medio
4968,0.88,0.96,5,182,4,1,0,0,publicidad,medio
4969,0.89,0.88,3,165,4,0,0,0,ventas,medio
4970,0.74,0.59,2,257,4,1,0,0,ventas,medio
4971,0.63,0.74,4,155,2,0,0,0,ventas,medio
4972,0.63,0.8,4,243,2,0,0,0,ventas,medio
4973,0.68,0.92,2,184,4,0,0,0,ventas,medio
4974,0.14,0.81,4,138,3,1,0,0,ventas,alto
4975,0.86,0.94,5,209,4,0,0,0,ventas,bajo
4976,0.73,0.53,3,205,2,0,0,0,ventas,medio
4977,0.57,0.56,3,191,3,0,0,0,ventas,medio
4978,0.97,0.75,5,270,3,1,0,0,ventas,medio
4979,0.67,0.36,4,97,4,0,0,0,ventas,medio
4980,0.89,0.74,4,174,2,0,0,0,ventas,bajo
4981,0.8,0.96,5,124,3,0,0,0,ventas,bajo
4982,0.3,0.51,2,178,3,0,0,0,ventas,bajo
4983,0.14,0.73,5,266,6,0,0,0,ventas,bajo
4984,0.91,0.8,4,181,3,0,0,0,ventas,bajo
4985,0.49,0.81,4,233,3,0,0,0,ventas,bajo
4986,0.57,0.68,3,254,4,0,0,0,ventas,bajo
4987,0.59,0.62,3,219,3,0,0,0,ventas,bajo
4988,0.5,0.7,5,166,2,0,0,0,finanzas,bajo
4989,0.69,0.97,3,158,2,0,0,0,finanzas,bajo
4990,0.81,0.68,3,151,3,0,0,0,finanzas,bajo
4991,0.79,0.82,3,98,3,1,0,0,rr.hh.,bajo
4992,0.55,0.91,4,187,4,1,0,0,rr.hh.,bajo
4993,0.92,0.62,4,266,2,0,0,0,rr.hh.,bajo
4994,0.94,0.59,5,250,3,0,0,0,rr.hh.,bajo
4995,0.67,0.55,5,193,3,0,0,0,,bajo
4996,0.53,0.92,4,223,3,1,0,0,,bajo
4997,0.77,0.59,5,189,5,0,0,0,,bajo
4998,0.57,0.82,5,138,3,0,0,0,,bajo
4999,0.64,0.97,4,268,2,0,0,0,,bajo
5000,0.35,1.0,6,186,2,0,0,0,,bajo
5001,0.66,0.71,3,136,3,1,0,0,,medio
5002,0.59,0.84,4,245,3,0,0,0,,medio
5003,0.49,0.93,4,184,3,0,0,0,,medio
5004,0.91,0.99,5,152,3,0,0,0,,medio
5005,0.12,0.6,2,194,4,0,0,0,,medio
5006,0.74,0.68,3,242,5,1,0,0,mantenimiento,medio
5007,0.84,0.94,4,246,2,1,0,0,mantenimiento,medio
5008,0.51,0.99,4,211,3,0,0,0,mantenimiento,medio
5009,0.94,0.71,4,189,3,0,0,0,mantenimiento,medio
5010,0.74,0.66,3,254,2,0,0,0,mantenimiento,medio
5011,0.52,0.54,5,239,3,0,0,0,mantenimiento,medio
5012,0.31,0.92,4,133,6,0,0,0,mantenimiento,medio
5013,0.72,0.59,3,255,2,0,0,0,mantenimiento,alto
5014,0.92,1.0,3,212,2,0,0,0,mantenimiento,bajo
5015,0.56,0.64,3,270,3,0,0,0,mantenimiento,medio
5016,0.76,0.45,5,177,6,0,0,0,mantenimiento,medio
5017,0.59,0.9,4,261,4,0,0,0,,medio
5018,0.5,0.74,3,220,3,0,0,0,,medio
5019,0.88,0.72,2,144,4,1,0,0,,bajo
5020,0.86,0.49,4,274,2,0,0,0,gerencia y admon,bajo
5021,0.66,0.99,4,195,3,0,0,0,sistemas,bajo
5022,0.7,0.69,4,158,3,0,0,0,sistemas,bajo
5023,0.98,0.93,5,145,4,0,0,0,sistemas,bajo
5024,0.61,0.73,3,165,3,1,0,0,sistemas,bajo
5025,0.57,0.66,4,270,2,0,0,0,sistemas,bajo
5026,0.84,0.91,5,208,3,0,0,0,calidad,bajo
5027,0.76,0.4,2,245,5,0,0,0,calidad,medio
5028,0.64,0.99,4,180,4,0,0,0,calidad,medio
5029,0.87,0.7,5,225,3,0,0,0,calidad,medio
5030,0.62,0.69,3,261,2,0,0,0,sistemas,medio
5031,0.16,0.99,3,213,6,1,0,1,i+d,medio
5032,0.83,0.87,3,230,3,0,0,1,i+d,medio
5033,0.36,0.59,2,198,2,0,0,1,i+d,medio
5034,0.47,0.51,6,190,5,0,0,1,i+d,medio
5035,0.54,0.51,4,137,4,0,0,1,i+d,medio
5036,0.83,0.83,3,186,3,1,0,1,publicidad,medio
5037,0.96,0.68,4,137,2,0,0,1,ventas,medio
5038,0.91,0.74,5,192,3,0,0,1,finanzas,medio
5039,0.56,0.59,4,164,3,0,0,1,mantenimiento,medio
5040,0.73,0.66,6,195,3,0,0,1,,medio
5041,0.97,0.63,4,151,3,0,0,1,gerencia y admon,medio
5042,0.75,0.74,5,231,3,0,0,1,publicidad,medio
5043,0.49,0.76,3,257,2,1,0,0,publicidad,medio
5044,0.57,0.94,4,257,3,0,0,0,publicidad,medio
5045,0.41,0.58,5,274,2,1,0,0,ventas,medio
5046,0.53,0.7,3,138,2,0,0,0,ventas,medio
5047,0.93,0.6,4,184,3,0,0,0,ventas,medio
5048,0.58,0.9,3,151,3,0,0,0,ventas,medio
5049,0.6,0.54,3,265,3,1,0,0,ventas,medio
5050,0.74,0.8,4,241,2,0,0,0,ventas,medio
5051,0.62,0.52,3,148,3,0,0,0,ventas,medio
5052,0.7,0.76,5,165,3,0,0,0,ventas,medio
5053,0.93,0.75,3,243,2,0,0,0,ventas,medio
5054,0.75,0.9,4,197,2,0,0,0,ventas,medio
5055,0.95,0.48,5,214,6,1,0,1,ventas,medio
5056,0.43,0.98,4,164,3,0,0,1,ventas,medio
5057,0.77,0.58,4,243,4,1,0,1,ventas,medio
5058,0.67,1.0,4,145,3,1,0,1,ventas,medio
5059,0.51,0.72,4,163,4,0,0,1,ventas,medio
5060,0.94,0.53,5,257,2,0,0,1,ventas,medio
5061,0.9,0.85,3,253,3,0,0,0,ventas,medio
5062,0.8,0.78,4,234,3,0,0,0,ventas,medio
5063,0.34,0.89,5,266,6,0,0,0,ventas,medio
5064,0.45,0.53,3,181,4,1,0,0,finanzas,bajo
5065,0.97,0.66,4,193,4,0,0,0,finanzas,bajo
5066,0.5,0.48,3,163,4,0,0,0,finanzas,bajo
5067,0.89,0.62,5,144,2,0,0,0,rr.hh.,bajo
5068,0.76,0.5,4,245,3,0,0,0,rr.hh.,bajo
5069,0.66,0.84,4,197,2,0,0,0,rr.hh.,bajo
5070,0.74,0.63,3,180,2,0,0,0,rr.hh.,bajo
5071,0.69,0.74,4,237,3,0,0,0,,bajo
5072,0.59,0.57,2,170,3,0,0,0,,bajo
